X,Y,Z,M
5.400628,4.733621,3.661685,10.000000
6.336722,4.198514,4.779121,10.000000
5.687448,4.448126,3.662586,10.000000
4.023894,4.368668,5.063952,10.000000
5.474676,4.227608,3.651830,10.000000
5.736167,4.448288,4.324936,10.000000
5.914125,4.431282,4.205959,10.000000
5.605029,4.233075,4.096275,10.000000
9.384529,8.040117,8.288217,10.000000
3.759426,8.158418,5.094422,10.000000
4.199378,3.527181,7.902433,10.000000
6.499169,5.468283,3.210559,10.000000
5.872566,4.144967,3.970752,10.000000
5.580042,4.432335,3.924064,10.000000
5.840701,4.292731,4.144169,10.000000
