X,Y,Z,M
6.003041,6.224039,4.656590,10.000000
6.447443,5.744044,4.192764,10.000000
6.114055,5.286725,4.176080,10.000000
4.571867,3.305145,1.793451,10.000000
6.266339,5.214777,4.386355,10.000000
6.053757,5.852253,4.812134,10.000000
6.430417,6.455610,4.394014,10.000000
6.577210,5.219961,4.576494,10.000000
2.373463,1.365584,7.388687,10.000000
4.843636,4.224615,1.466899,10.000000
4.420829,0.567288,1.334785,10.000000
5.903990,4.568969,4.927531,10.000000
6.026073,6.463798,4.251513,10.000000
6.866436,6.127562,3.422643,10.000000
6.401253,6.529582,4.183589,10.000000
