X,Y,Z,M
6.298254,7.438969,6.668001,10.000000
7.578009,6.339641,7.594587,10.000000
6.851223,6.636408,6.628557,10.000000
4.491537,4.421258,3.775333,10.000000
6.490629,6.145934,6.766999,10.000000
6.612894,6.744595,7.454774,10.000000
7.149195,7.219016,6.882119,10.000000
6.929356,6.018484,7.182429,10.000000
4.430266,4.236565,3.683505,10.000000
4.576916,4.410448,3.848596,10.000000
4.800164,4.474872,4.008084,10.000000
7.957675,7.892938,5.820774,10.000000
6.904232,7.047439,6.710416,10.000000
7.132337,7.021347,6.135150,10.000000
7.056859,7.093100,6.756492,10.000000
