X,Y,Z,M
7.032407,7.984778,7.534319,10.000000
8.115752,7.125700,8.167178,10.000000
7.449008,7.217290,7.370378,10.000000
3.286325,2.130209,1.892682,10.000000
7.220381,6.869620,7.511999,10.000000
7.293885,7.456584,8.130439,10.000000
7.765889,7.919237,7.647717,10.000000
7.607447,6.800581,7.861369,10.000000
3.327745,2.959797,1.825331,10.000000
3.083111,2.414199,1.633032,10.000000
1.840589,2.923434,1.468537,10.000000
8.252534,8.085415,6.960866,10.000000
7.478551,7.778855,7.452580,10.000000
7.810983,7.632838,6.959960,10.000000
7.683711,7.839986,7.486131,10.000000
