X,Y,Z,M
4.825294,5.988974,5.141452,10.000000
6.058438,5.005782,5.399901,10.000000
5.279051,4.834097,4.717304,10.000000
8.329852,9.102651,8.616722,10.000000
5.238993,4.623837,4.993451,10.000000
5.179595,5.412059,5.656089,10.000000
5.745196,6.043746,5.123727,10.000000
5.713559,4.582873,5.315013,10.000000
8.636935,8.637462,9.150149,10.000000
8.393915,8.716381,8.751221,10.000000
9.341046,7.660110,8.336531,10.000000
5.597599,5.017941,4.866315,10.000000
5.277849,5.925874,4.834787,10.000000
5.989434,5.570779,4.162456,10.000000
5.660524,6.020168,4.859869,10.000000
