X,Y,Z,M
4.149157,4.146156,4.649322,10.000000
4.297518,3.711785,5.510614,10.000000
4.408929,4.453582,5.098807,10.000000
1.754439,6.420396,0.900856,10.000000
4.326009,4.461869,4.932273,10.000000
4.320447,4.100997,4.803900,10.000000
3.950775,3.622515,5.062309,10.000000
4.002563,4.310772,4.954258,10.000000
4.880225,7.132254,2.230390,10.000000
7.249366,1.036826,8.247396,10.000000
5.436193,3.498214,3.331863,10.000000
4.531178,5.219009,4.284336,10.000000
4.386658,3.589435,5.158181,10.000000
3.636885,3.914301,5.591115,10.000000
3.996163,3.537763,5.239556,10.000000
