X,Y,Z,M
3.701696,4.567585,5.051001,10.000000
3.448274,3.302496,6.109094,10.000000
3.778275,5.061699,5.896502,10.000000
8.897557,6.812627,4.536467,10.000000
3.938240,5.597828,5.660230,10.000000
3.528778,4.400887,5.146916,10.000000
3.184529,3.819087,5.477495,10.000000
3.285381,4.977965,5.823534,10.000000
8.897652,5.948629,7.784791,10.000000
6.524239,5.091118,1.694587,10.000000
2.456745,6.050115,4.921562,10.000000
3.162545,5.448816,4.662738,10.000000
3.974174,3.872226,5.749837,10.000000
3.254171,4.534613,5.691195,10.000000
3.360191,3.684872,5.867445,10.000000
