X,Y,Z,M
4.700184,5.460894,4.501797,10.000000
5.652262,4.684822,5.405659,10.000000
5.039712,4.933634,4.523777,10.000000
8.996072,0.164285,9.501197,10.000000
4.717976,4.541041,4.603934,10.000000
4.954840,4.961680,5.144511,10.000000
5.317721,5.226980,4.811306,10.000000
5.043705,4.482481,4.946765,10.000000
9.247272,9.334774,9.967280,10.000000
9.138106,9.627700,9.695124,10.000000
0.867385,8.318796,9.380994,10.000000
6.063359,6.157982,3.722308,10.000000
5.173218,5.046763,4.663469,10.000000
5.131516,5.114043,4.314116,10.000000
5.227053,5.087544,4.746423,10.000000
