X,Y,Z,M
4.188040,6.159668,3.147079,10.000000
5.447149,4.844775,4.462630,10.000000
5.146891,5.855562,3.589498,10.000000
7.323904,3.785239,7.423697,10.000000
5.039786,5.789650,3.582041,10.000000
4.719603,5.462987,3.960153,10.000000
4.556566,5.259369,3.649160,10.000000
4.786522,5.354432,3.985646,10.000000
6.699185,0.243605,6.472072,10.000000
1.535799,3.521568,3.881980,10.000000
6.362202,4.293788,2.352725,10.000000
5.486378,6.338197,3.037601,10.000000
4.857666,5.295687,3.726957,10.000000
4.607906,5.724774,3.047163,10.000000
4.600627,5.233633,3.714399,10.000000
