X,Y,Z,M
5.881067,6.298152,4.623256,10.000000
6.514047,5.716185,4.294436,10.000000
6.045839,5.280374,4.143645,10.000000
4.668367,3.284641,1.901152,10.000000
6.175516,5.165162,4.365645,10.000000
5.996268,5.862464,4.876959,10.000000
6.432060,6.507656,4.421234,10.000000
6.554960,5.161063,4.613415,10.000000
2.447987,1.322311,7.248536,10.000000
4.941169,4.242033,1.562765,10.000000
4.479527,0.435780,1.269662,10.000000
5.952651,4.660496,4.843584,10.000000
5.973593,6.486404,4.240999,10.000000
6.851950,6.158955,3.367747,10.000000
6.384999,6.568317,4.190724,10.000000
