X,Y,Z,M
5.887060,5.202579,3.762866,10.000000
5.132202,5.744974,4.002471,10.000000
5.767222,6.094602,4.244548,10.000000
6.772607,6.790926,5.869361,10.000000
5.671816,6.262619,3.986817,10.000000
5.774046,5.600238,3.453662,10.000000
5.275600,4.953912,3.941946,10.000000
5.179839,6.302001,3.672024,10.000000
5.218439,1.322693,2.876030,10.000000
6.638360,6.842683,6.511863,10.000000
6.347912,6.145491,0.812132,10.000000
5.620075,6.805010,3.448709,10.000000
5.792245,4.968585,4.151341,10.000000
4.885528,5.234157,5.053393,10.000000
5.342461,4.880725,4.183014,10.000000
