X,Y,Z,M
2.663345,5.901272,5.006881,10.000000
3.595585,5.171297,5.818279,10.000000
3.699248,5.734362,6.127131,10.000000
9.474058,1.008786,8.437271,10.000000
3.717809,6.052367,5.943011,10.000000
2.975905,4.913601,5.955883,10.000000
2.743910,4.539351,5.746763,10.000000
3.185108,5.079115,6.501903,10.000000
4.905777,7.096270,9.403215,10.000000
2.435972,2.146744,3.220747,10.000000
2.980357,4.189420,7.312180,10.000000
3.498859,5.912832,4.843799,10.000000
3.378130,4.805033,6.007748,10.000000
3.279331,5.950274,3.844446,10.000000
2.879360,4.674357,5.928219,10.000000
