X,Y,Z,M
2.120036,4.949110,5.321188,10.000000
3.093815,4.005555,6.087003,10.000000
3.082852,5.047883,6.268969,10.000000
6.756984,7.766941,4.216455,10.000000
3.073164,5.216831,6.129445,10.000000
2.312977,4.174274,6.256109,10.000000
2.090245,3.774455,5.879940,10.000000
2.624975,4.281442,6.618248,10.000000
6.665518,4.377435,5.721718,10.000000
1.573032,6.599120,8.608039,10.000000
1.255531,5.060575,7.268981,10.000000
3.030380,5.099594,5.182238,10.000000
2.762742,4.007189,6.143097,10.000000
2.689934,4.945794,4.351284,10.000000
2.269741,3.866475,6.031913,10.000000
