X,Y,Z,M
2.687569,4.850025,6.595007,10.000000
2.528495,5.810350,5.779870,10.000000
2.406619,4.617764,5.608422,10.000000
1.405252,4.274416,6.188369,10.000000
2.284078,4.056167,5.831877,10.000000
2.820487,5.248765,6.079596,10.000000
3.054659,5.748142,5.979024,10.000000
2.950473,4.712388,5.403949,10.000000
7.064438,6.328191,8.641541,10.000000
3.527013,2.930688,3.219963,10.000000
4.102446,4.418628,4.863626,10.000000
2.765772,4.227121,7.029264,10.000000
2.302344,5.632860,5.748403,10.000000
2.608127,4.527811,7.460412,10.000000
2.900341,5.790733,5.662645,10.000000
