X,Y,Z,M
6.279185,3.682045,4.213562,10.000000
5.201907,4.284970,4.076265,10.000000
6.112875,4.586935,4.586411,10.000000
5.522229,6.504710,3.661251,10.000000
6.074439,4.831984,4.330472,10.000000
5.958478,4.162624,3.715412,10.000000
5.419819,3.429847,4.186523,10.000000
5.384924,4.917738,3.922474,10.000000
9.824615,9.613798,7.080443,10.000000
3.632901,7.080781,3.961787,10.000000
3.391275,4.388913,8.148502,10.000000
5.718791,5.216990,3.774740,10.000000
6.088761,3.446378,4.471360,10.000000
5.163791,3.664199,5.382799,10.000000
5.542641,3.341776,4.471480,10.000000
