X,Y,Z,M
5.176237,6.021458,3.743018,10.000000
6.160183,5.567163,4.912351,10.000000
5.479856,5.880093,3.944293,10.000000
6.726073,4.675520,4.794436,10.000000
5.254807,5.655063,3.881276,10.000000
5.590699,5.773798,4.305939,10.000000
5.749197,5.717404,4.318564,10.000000
5.476610,5.644530,4.177489,10.000000
4.192488,0.982170,4.322878,10.000000
6.812789,5.708449,5.109240,10.000000
5.731463,7.781168,0.522387,10.000000
6.309777,7.020579,3.198833,10.000000
5.645056,5.467088,4.124986,10.000000
5.350304,5.693436,4.317437,10.000000
5.648139,5.562894,4.294988,10.000000
