X,Y,Z,M
4.065637,5.442051,5.169843,10.000000
2.928227,4.384345,5.804738,10.000000
3.158211,5.505695,5.616381,10.000000
1.998262,3.874670,6.935838,10.000000
3.509358,6.334455,5.328522,10.000000
3.741336,5.745000,4.816596,10.000000
3.694777,5.412244,5.479144,10.000000
3.091395,6.409389,5.539268,10.000000
6.797203,4.162438,2.894387,10.000000
6.048043,7.978113,5.661288,10.000000
2.362022,5.141580,6.943347,10.000000
2.736884,6.266406,4.452712,10.000000
4.012077,5.181037,5.519973,10.000000
3.585193,6.301109,4.031338,10.000000
3.697088,5.039437,5.919479,10.000000
