X,Y,Z,M
4.255682,6.136159,3.089159,10.000000
5.395378,4.823979,4.415156,10.000000
5.199979,5.919013,3.610637,10.000000
7.239817,3.743629,7.490224,10.000000
5.108812,5.916961,3.573022,10.000000
4.762527,5.470533,3.831300,10.000000
4.534150,5.186910,3.594379,10.000000
4.759848,5.500937,3.913352,10.000000
6.833873,0.226353,6.565852,10.000000
1.358348,3.536297,4.028862,10.000000
6.394904,4.180505,2.399110,10.000000
5.432138,6.435381,2.954118,10.000000
4.921919,5.236059,3.711866,10.000000
4.564614,5.695081,3.152937,10.000000
4.596428,5.155177,3.703055,10.000000
