X,Y,Z,M
4.991277,6.459056,3.981278,10.000000
6.672468,5.518972,5.152245,10.000000
5.454826,5.618639,3.886638,10.000000
6.139080,3.689733,3.727464,10.000000
5.266402,5.244994,3.994091,10.000000
5.564051,5.867404,4.863647,10.000000
6.106823,6.282340,4.518087,10.000000
5.875206,5.202146,4.553339,10.000000
3.571290,0.962830,5.290040,10.000000
6.384111,4.909374,3.690531,10.000000
5.310427,8.737120,0.618994,10.000000
6.457407,6.474851,3.507083,10.000000
5.609436,5.991830,4.154992,10.000000
5.955430,6.034570,3.708963,10.000000
5.944279,6.156693,4.319347,10.000000
