X,Y,Z,M
8.433977,6.748775,7.455155,10.000000
6.748529,8.007793,6.575776,10.000000
7.838197,8.008439,7.814118,10.000000
3.017503,2.831454,1.894535,10.000000
8.128935,8.483492,7.589060,10.000000
8.018225,7.510394,6.584036,10.000000
7.282522,6.758451,7.311722,10.000000
7.512794,8.543018,7.044335,10.000000
3.019332,2.761806,1.929415,10.000000
3.022115,2.798574,1.915252,10.000000
3.130752,2.722148,1.901090,10.000000
6.706432,6.823819,8.196743,10.000000
7.788316,6.979484,7.659626,10.000000
7.188323,7.298682,8.428790,10.000000
7.415268,6.862843,7.606312,10.000000
