X,Y,Z,M
5.324940,4.653574,4.337760,10.000000
4.838020,5.002668,4.622814,10.000000
5.149225,5.296933,4.696173,10.000000
9.273912,0.634998,9.871373,10.000000
4.993961,5.237663,4.534430,10.000000
5.168077,4.837154,4.278491,10.000000
4.913842,4.476450,4.517474,10.000000
4.785502,5.232874,4.455646,10.000000
9.440025,9.626684,0.259409,10.000000
9.436081,9.966941,0.070552,10.000000
1.700712,8.608756,9.800245,10.000000
5.466922,5.863966,4.077770,10.000000
5.215557,4.482705,4.673479,10.000000
4.627924,4.794069,5.040238,10.000000
4.937224,4.428328,4.694645,10.000000
