X,Y,Z,M
6.003141,4.014565,3.962097,10.000000
5.628561,4.213070,4.380379,10.000000
6.016686,4.559184,4.245424,10.000000
4.828206,5.899360,4.198588,10.000000
5.887850,4.641398,4.045779,10.000000
5.920558,4.239348,3.894408,10.000000
5.592359,3.685088,4.195296,10.000000
5.425609,4.707393,3.943256,10.000000
9.685948,9.063101,7.536400,10.000000
3.616403,7.564984,4.379228,10.000000
3.650477,4.065008,8.130453,10.000000
6.086940,5.494905,3.434054,10.000000
6.072348,3.575079,4.301095,10.000000
5.249793,3.868218,4.957416,10.000000
5.650974,3.562814,4.378693,10.000000
