X,Y,Z,M
4.489029,5.250823,3.759856,10.000000
6.321373,4.587541,4.014012,10.000000
5.526896,4.645717,3.635889,10.000000
9.345631,5.238604,2.340232,10.000000
5.338054,4.066253,3.780986,10.000000
5.039067,4.575179,4.663073,10.000000
5.236508,4.781260,3.816856,10.000000
5.804795,3.561242,4.202396,10.000000
9.665158,6.867345,6.957458,10.000000
1.828536,4.653845,4.417600,10.000000
4.322889,5.912344,4.670805,10.000000
6.381236,4.320263,3.965309,10.000000
5.111957,4.821597,3.840257,10.000000
5.702888,5.002548,2.369527,10.000000
5.264514,4.882900,3.622627,10.000000
