X,Y,Z,M
5.364728,3.626239,2.829586,10.000000
4.472322,4.194820,2.847056,10.000000
5.096103,4.601773,3.290589,10.000000
7.690083,3.656136,4.280756,10.000000
4.949782,4.622481,3.111588,10.000000
5.069076,3.969179,2.524550,10.000000
4.662140,3.448018,2.902944,10.000000
4.573519,4.606405,2.860767,10.000000
7.926324,4.666534,3.834638,10.000000
7.604783,4.416346,3.991618,10.000000
8.348015,5.376247,4.673504,10.000000
5.277037,5.072061,2.619369,10.000000
5.111908,3.549038,3.185724,10.000000
4.404261,3.888875,3.825954,10.000000
4.733457,3.452188,3.165624,10.000000
