X,Y,Z,M
6.479088,4.202755,3.679153,10.000000
4.953276,5.392374,2.619750,10.000000
5.447320,4.766233,3.395887,10.000000
4.562347,5.620598,2.395614,10.000000
5.578261,5.232213,3.329767,10.000000
5.943480,5.041737,2.595861,10.000000
5.944117,4.977984,3.272478,10.000000
5.392219,5.923224,2.718568,10.000000
6.761736,4.367493,9.456892,10.000000
6.255844,5.154173,7.835920,10.000000
5.897624,3.187054,4.288983,10.000000
4.747594,4.893402,3.472433,10.000000
5.852174,4.903292,3.223908,10.000000
5.632642,4.579715,4.457831,10.000000
5.925982,4.924127,3.308105,10.000000
