X,Y,Z,M
6.381742,5.967355,4.728606,10.000000
6.235296,5.822769,3.899556,10.000000
6.323719,5.335443,4.278115,10.000000
4.299457,3.386063,1.492267,10.000000
6.531765,5.397271,4.439059,10.000000
6.238158,5.811580,4.582580,10.000000
6.412958,6.248130,4.306867,10.000000
6.617622,5.430167,4.446043,10.000000
2.159250,1.504831,7.799573,10.000000
4.566172,4.179353,1.216332,10.000000
4.249903,0.986044,1.539808,10.000000
5.781066,4.373816,5.132734,10.000000
6.198090,6.341894,4.285711,10.000000
6.864824,6.007397,3.645304,10.000000
6.439204,6.357705,4.170288,10.000000
