X,Y,Z,M
3.693487,5.100774,3.527221,10.000000
5.375310,3.811373,4.411490,10.000000
4.306960,3.861139,3.261012,10.000000
9.327148,2.836238,2.657803,10.000000
4.043313,3.432448,3.481175,10.000000
4.179438,4.300744,4.387885,10.000000
4.852252,4.937251,3.766925,10.000000
4.641367,3.359362,3.972457,10.000000
9.297445,1.882113,2.509820,10.000000
9.402508,2.790218,2.601335,10.000000
6.874253,7.962441,2.826112,10.000000
5.282175,4.848155,2.851141,10.000000
4.413073,4.704261,3.454374,10.000000
4.872564,4.517807,2.694717,10.000000
4.718759,4.801248,3.536669,10.000000
