X,Y,Z,M
5.244182,4.858359,3.648783,10.000000
5.068863,3.555272,5.011896,10.000000
5.583494,5.259620,4.661424,10.000000
0.710972,4.382516,3.730927,10.000000
5.714573,5.648671,4.447553,10.000000
5.280490,4.472420,3.877361,10.000000
4.797511,3.898608,4.157459,10.000000
4.993691,5.057281,4.593453,10.000000
1.108490,8.069858,4.592615,10.000000
1.227069,4.386371,1.419517,10.000000
5.435471,5.457242,2.614086,10.000000
4.915772,5.625323,3.524580,10.000000
5.620034,4.017693,4.472179,10.000000
4.719504,4.667789,4.736585,10.000000
4.961506,3.811128,4.572132,10.000000
