X,Y,Z,M
6.130889,4.321867,3.366866,10.000000
6.115642,4.278298,2.698879,10.000000
6.145231,3.878233,3.068980,10.000000
3.512004,5.206878,3.054888,10.000000
6.362130,3.994437,3.188039,10.000000
6.122297,4.264393,3.160688,10.000000
6.214708,4.568475,3.044280,10.000000
6.426244,4.036623,3.139368,10.000000
3.394790,6.040419,4.216398,10.000000
3.242811,4.862330,3.320530,10.000000
7.226948,0.997826,5.212191,10.000000
5.568147,2.924635,3.893067,10.000000
6.006583,4.696360,3.042228,10.000000
6.589932,4.389655,2.597760,10.000000
6.229639,4.686896,2.945378,10.000000
