X,Y,Z,M
5.928792,4.264158,4.126676,10.000000
5.378165,5.795880,2.533326,10.000000
5.120216,4.232593,3.161967,10.000000
6.546871,5.848177,1.678009,10.000000
5.098203,4.205081,3.276671,10.000000
5.611721,5.040164,3.369182,10.000000
6.032868,5.452778,3.552565,10.000000
5.638812,4.956641,2.870930,10.000000
7.828551,5.198892,8.874870,10.000000
4.527801,5.056945,7.172000,10.000000
5.099753,3.719044,5.254917,10.000000
5.321119,4.006983,4.065351,10.000000
5.317205,5.301005,3.272744,10.000000
6.026582,4.613491,3.594717,10.000000
5.898591,5.474894,3.249058,10.000000
