X,Y,Z,M
7.867309,7.268548,7.490025,10.000000
7.316062,7.646390,7.250703,10.000000
7.695457,7.710327,7.654227,10.000000
3.150382,2.454301,1.882347,10.000000
7.760925,7.835738,7.578285,10.000000
7.727564,7.490982,7.230723,10.000000
7.486254,7.230318,7.459095,10.000000
7.553318,7.834140,7.399868,10.000000
3.172099,2.856616,1.865128,10.000000
3.044255,2.587600,1.755759,10.000000
2.443737,2.816940,1.660909,10.000000
7.379385,7.398715,7.664803,10.000000
7.678044,7.303281,7.592391,10.000000
7.443441,7.449384,7.845255,10.000000
7.531631,7.255590,7.574839,10.000000
