X,Y,Z,M
4.906644,5.513007,3.721270,10.000000
6.536030,4.595496,4.449380,10.000000
5.236127,4.416804,3.330956,10.000000
4.170142,1.870322,5.772715,10.000000
5.153008,4.042262,3.620349,10.000000
5.381413,4.838036,4.612206,10.000000
6.077805,5.612103,4.029034,10.000000
5.914858,3.954155,4.284809,10.000000
8.679834,6.137005,9.375778,10.000000
4.295280,8.598660,6.179379,10.000000
5.334356,2.827943,6.799057,10.000000
6.162850,4.350533,3.849304,10.000000
5.379791,5.417195,3.608817,10.000000
6.173573,5.363619,2.638174,10.000000
5.910464,5.615554,3.706983,10.000000
