X,Y,Z,M
1.710467,5.244351,5.623973,10.000000
3.295858,5.293883,5.653311,10.000000
2.972698,4.852874,5.941261,10.000000
7.573357,7.887725,4.154656,10.000000
2.756973,4.309496,6.036644,10.000000
2.247228,4.305730,6.719562,10.000000
2.272276,4.435250,5.887455,10.000000
2.946679,3.674666,6.428298,10.000000
5.535949,3.889578,4.796166,10.000000
0.589868,6.539018,9.411601,10.000000
2.485779,3.901927,7.533722,10.000000
3.564299,4.409043,6.000448,10.000000
2.248672,4.681089,5.950110,10.000000
2.877658,5.034752,4.299227,10.000000
2.322422,4.712904,5.646127,10.000000
