X,Y,Z,M
4.659873,5.067484,3.943310,10.000000
6.276080,5.062411,3.551785,10.000000
5.352828,4.397844,3.385113,10.000000
8.879776,5.437359,2.057070,10.000000
5.148907,3.769812,3.591193,10.000000
5.100505,4.713703,4.549470,10.000000
5.482539,5.135547,3.763856,10.000000
5.880936,3.587701,3.874809,10.000000
9.292253,6.499321,7.477973,10.000000
2.257998,4.749650,5.191188,10.000000
4.332884,5.474005,5.128720,10.000000
6.357516,3.965592,4.153556,10.000000
5.013356,5.105413,3.637991,10.000000
5.910346,4.953132,2.323476,10.000000
5.431962,5.248315,3.426452,10.000000
