X,Y,Z,M
4.765534,4.445247,5.938696,10.000000
3.013775,4.285473,5.792708,10.000000
3.093894,4.886938,5.503193,10.000000
7.887475,8.966062,9.843884,10.000000
3.309659,5.180979,5.462237,10.000000
4.057886,5.596389,4.993458,10.000000
4.132791,5.620230,5.670777,10.000000
3.399964,6.066361,5.180228,10.000000
2.294724,6.624703,8.010860,10.000000
2.210940,3.749477,5.153131,10.000000
2.570250,6.825427,5.415857,10.000000
2.922460,5.276038,5.591998,10.000000
3.996934,5.238976,5.511636,10.000000
3.702012,5.146717,6.173444,10.000000
4.058325,5.266934,5.859953,10.000000
