X,Y,Z,M
4.807679,4.644464,3.577435,10.000000
4.844284,3.637924,4.675476,10.000000
5.287803,4.893197,4.447399,10.000000
3.843146,5.528792,1.865406,10.000000
5.347742,5.181859,4.240716,10.000000
5.083144,4.325916,3.660763,10.000000
4.464885,3.681043,4.043214,10.000000
4.685047,4.980215,4.056090,10.000000
3.042998,7.369589,2.310712,10.000000
1.205352,7.821674,4.123528,10.000000
3.778732,3.964886,6.319684,10.000000
4.889504,5.465704,3.283237,10.000000
5.180466,3.793288,4.335307,10.000000
4.288433,4.242783,4.726184,10.000000
4.599532,3.629491,4.356406,10.000000
