X,Y,Z,M
5.284822,4.600994,4.171103,10.000000
5.855466,5.668710,2.856688,10.000000
5.121858,4.146337,3.143748,10.000000
7.804199,5.725028,1.703369,10.000000
4.985058,3.733278,3.348207,10.000000
5.333024,4.939763,4.015544,10.000000
5.860687,5.505630,3.677164,10.000000
5.823815,4.148676,3.263011,10.000000
8.548508,5.813960,8.291283,10.000000
3.345878,4.930924,6.394357,10.000000
4.627244,4.499983,5.469647,10.000000
5.920035,3.728585,4.256741,10.000000
5.049933,5.375803,3.379836,10.000000
6.097888,4.765555,2.823965,10.000000
5.717991,5.583759,3.259695,10.000000
