X,Y,Z,M
6.247003,7.524689,6.707445,10.000000
7.673619,6.326498,7.689220,10.000000
6.845253,6.601679,6.622151,10.000000
4.394648,4.396530,3.680325,10.000000
6.471348,6.081024,6.781254,10.000000
6.599520,6.772347,7.559716,10.000000
7.199436,7.317269,6.927453,10.000000
6.965333,5.953743,7.242320,10.000000
4.333266,4.144593,3.599621,10.000000
4.494989,4.359718,3.773767,10.000000
4.820745,4.373610,3.939824,10.000000
8.021437,7.920619,5.828096,10.000000
6.900959,7.125740,6.719527,10.000000
7.197200,7.058825,6.074862,10.000000
7.094593,7.184088,6.770007,10.000000
