X,Y,Z,M
7.125902,7.905608,7.528710,10.000000
8.026396,7.182932,8.066529,10.000000
7.477984,7.274970,7.404018,10.000000
3.272434,2.161934,1.891042,10.000000
7.280694,6.978633,7.521241,10.000000
7.342278,7.459876,8.030508,10.000000
7.734464,7.840840,7.626744,10.000000
7.600880,6.915937,7.811503,10.000000
3.311657,2.948955,1.828749,10.000000
3.078642,2.430956,1.644614,10.000000
1.900045,2.912241,1.486913,10.000000
8.159112,8.015131,7.035219,10.000000
7.502161,7.724404,7.469439,10.000000
7.769178,7.613319,7.060281,10.000000
7.666682,7.772831,7.497240,10.000000
