X,Y,Z,M
3.161291,5.018244,4.768666,10.000000
4.213575,3.732145,5.742605,10.000000
4.093318,5.136373,5.627679,10.000000
8.711576,6.366374,4.699155,10.000000
4.072527,5.180280,5.516846,10.000000
3.415272,4.260936,5.615973,10.000000
3.184400,3.844203,5.253204,10.000000
3.729964,4.242853,5.939774,10.000000
8.075979,6.577689,8.650560,10.000000
5.537961,4.813869,2.491918,10.000000
2.210203,6.051053,5.802814,10.000000
4.097581,5.198373,4.666177,10.000000
3.858392,4.017176,5.551291,10.000000
3.641684,4.848687,4.309829,10.000000
3.387370,3.882007,5.435297,10.000000
