X,Y,Z,M
3.842052,5.204814,5.287359,10.000000
3.594446,6.205398,4.658869,10.000000
3.514863,5.367655,4.551598,10.000000
1.145510,5.215405,2.050614,10.000000
3.353864,4.630185,4.832956,10.000000
3.759172,5.681798,5.048246,10.000000
3.742070,6.171161,4.791351,10.000000
3.985791,5.109769,4.416860,10.000000
8.333682,5.244132,4.329681,10.000000
3.294715,4.838306,4.240335,10.000000
2.501962,7.101506,4.607988,10.000000
3.932924,4.885221,5.900654,10.000000
3.156537,6.163104,4.620307,10.000000
3.679466,5.033576,6.329375,10.000000
3.592921,6.326884,4.451710,10.000000
