X,Y,Z,M
4.597044,3.690152,4.734171,10.000000
3.375987,4.188828,4.655983,10.000000
4.392422,4.698926,5.313266,10.000000
2.729269,6.017650,1.013362,10.000000
4.453866,5.012441,5.059092,10.000000
4.286019,4.173509,4.159016,10.000000
3.610006,3.418900,4.708176,10.000000
3.750074,5.029195,4.597031,10.000000
6.137928,7.678863,2.321407,10.000000
7.156176,1.168279,9.233685,10.000000
5.668960,2.417370,3.540030,10.000000
3.692977,4.981877,4.501545,10.000000
4.348491,3.557667,5.055583,10.000000
3.373407,3.744015,6.059535,10.000000
3.755227,3.378507,5.044896,10.000000
