X,Y,Z,M
4.634134,4.704316,5.586756,10.000000
2.837947,4.895064,5.217188,10.000000
2.941214,5.024130,4.803788,10.000000
1.352982,4.574219,0.027554,10.000000
3.132557,4.984351,4.905389,10.000000
4.025660,5.913524,4.593482,10.000000
4.029935,6.309964,5.123681,10.000000
3.552384,5.923096,4.491268,10.000000
7.988627,4.728420,3.634845,10.000000
5.069135,6.556399,4.596529,10.000000
1.722945,6.753294,5.981110,10.000000
3.075733,5.289164,5.453041,10.000000
3.501802,5.923282,4.833543,10.000000
3.721221,5.584883,5.703214,10.000000
3.841954,6.014422,5.164447,10.000000
