X,Y,Z,M
1.958896,5.095947,6.030309,10.000000
3.103663,5.833595,5.480400,10.000000
2.721190,4.536679,5.713924,10.000000
8.002714,7.878755,4.157014,10.000000
2.481265,3.801504,5.926099,10.000000
2.433059,4.560414,6.675297,10.000000
2.650543,5.013656,5.952772,10.000000
3.033241,3.742692,6.059127,10.000000
4.388787,3.686497,4.334938,10.000000
0.053140,6.367189,9.745343,10.000000
3.452966,3.370443,7.031995,10.000000
3.470726,3.994546,6.550158,10.000000
2.122463,5.123681,5.826878,10.000000
2.951271,4.899618,5.042623,10.000000
2.575099,5.266816,5.554314,10.000000
