X,Y,Z,M
5.580019,4.013858,4.358999,10.000000
4.058619,5.234083,3.376951,10.000000
5.023992,5.075447,4.534517,10.000000
9.650324,1.697796,0.608583,10.000000
5.339159,5.536186,4.337801,10.000000
5.149765,4.772653,3.505757,10.000000
4.543224,4.228630,4.071108,10.000000
4.803875,5.616998,3.859155,10.000000
9.624246,0.001467,1.016001,10.000000
9.829978,0.763909,0.899923,10.000000
3.575955,8.948973,0.573346,10.000000
3.923285,3.865692,5.183627,10.000000
4.899063,4.457167,4.346130,10.000000
4.604002,4.556083,5.006298,10.000000
4.669522,4.375511,4.255978,10.000000
