X,Y,Z,M
4.428317,4.593007,4.482823,10.000000
2.564364,4.482913,4.239388,10.000000
2.765815,4.847099,3.675399,10.000000
8.474426,6.218238,0.422903,10.000000
2.932546,4.799716,3.787231,10.000000
3.904711,5.812304,3.464870,10.000000
3.923685,6.189176,3.964921,10.000000
3.344373,5.843465,3.249150,10.000000
3.567055,6.953543,6.606390,10.000000
3.411272,5.945826,4.635835,10.000000
2.838107,4.814067,5.427519,10.000000
2.692482,5.294076,4.178322,10.000000
3.377267,5.796803,3.702151,10.000000
3.498465,5.763708,4.254025,10.000000
3.715988,5.826948,4.037530,10.000000
