X,Y,Z,M
3.372146,4.002160,6.046962,10.000000
2.125528,3.298861,6.401630,10.000000
2.382337,4.555049,6.220852,10.000000
5.006913,7.121288,4.576525,10.000000
2.639812,5.268075,6.041606,10.000000
2.809150,4.695231,5.357574,10.000000
2.691566,4.303051,6.050895,10.000000
2.164236,5.503847,5.918198,10.000000
7.419948,5.276165,7.172891,10.000000
3.317488,5.528050,6.081424,10.000000
1.419495,6.080462,5.462329,10.000000
1.780069,5.085367,5.466490,10.000000
3.125607,4.125781,6.106821,10.000000
2.412201,4.304893,6.771811,10.000000
2.738132,4.024996,6.411824,10.000000
