X,Y,Z,M
5.332026,4.138742,5.061288,10.000000
3.898172,5.443631,4.071609,10.000000
4.178617,4.292661,4.402130,10.000000
4.304870,3.937857,5.219180,10.000000
4.258294,4.508139,4.435476,10.000000
4.890595,5.026161,4.066929,10.000000
5.057137,5.279349,4.639258,10.000000
4.408543,5.401099,3.973849,10.000000
3.662223,8.422429,1.705091,10.000000
1.645101,4.272002,8.736984,10.000000
5.786119,3.298712,4.154499,10.000000
3.911090,4.368451,4.993600,10.000000
4.547204,5.122855,4.386325,10.000000
4.615826,4.440320,5.675117,10.000000
4.889480,5.216563,4.543570,10.000000
