X,Y,Z,M
4.658510,5.139455,4.466963,10.000000
5.010943,5.742788,3.772055,10.000000
4.333804,4.566483,3.606207,10.000000
8.192287,4.711201,5.549450,10.000000
4.263771,4.122562,3.822670,10.000000
4.588424,5.229270,4.688550,10.000000
5.209832,5.938803,4.184147,10.000000
5.098166,4.175600,4.195931,10.000000
4.190625,1.225321,4.548849,10.000000
5.868406,4.381740,1.916701,10.000000
4.181354,6.669408,3.689265,10.000000
4.968094,4.076758,4.723471,10.000000
4.404342,5.807169,3.831169,10.000000
5.338007,5.385816,3.215439,10.000000
5.048174,5.989787,3.817806,10.000000
