X,Y,Z,M
5.815284,3.368671,2.825521,10.000000
4.384174,4.347623,2.403939,10.000000
5.354929,4.616141,3.261505,10.000000
7.036208,4.001532,4.525433,10.000000
5.343462,4.822320,3.039044,10.000000
5.361331,3.970649,2.202066,10.000000
4.761836,3.316211,2.741954,10.000000
4.783460,4.845389,2.626385,10.000000
7.304604,5.299070,4.132387,10.000000
6.882205,4.789263,4.243130,10.000000
8.445281,4.543168,4.956335,10.000000
5.059250,4.530030,2.963526,10.000000
5.309064,3.504709,3.095225,10.000000
4.566480,3.811927,3.891560,10.000000
4.876743,3.379810,3.037173,10.000000
