X,Y,Z,M
2.986936,5.207571,4.886817,10.000000
4.745413,4.922784,4.900273,10.000000
4.128986,4.771511,4.993169,10.000000
8.182260,5.695400,4.956622,10.000000
3.910892,4.199778,5.125762,10.000000
3.514623,4.403930,5.905914,10.000000
3.645619,4.513012,5.001832,10.000000
4.249008,3.662635,5.526195,10.000000
6.860177,7.305854,9.588144,10.000000
3.921546,4.460231,4.198654,10.000000
2.783328,5.236300,6.581581,10.000000
4.914454,4.388671,5.135805,10.000000
3.619478,4.673311,5.071555,10.000000
4.215148,5.011496,3.416224,10.000000
3.711483,4.717391,4.781179,10.000000
