X,Y,Z,M
4.202166,3.813396,3.229622,10.000000
3.917970,3.164066,4.046204,10.000000
4.448066,4.287012,3.899638,10.000000
2.668134,2.494994,6.986443,10.000000
4.485610,4.499016,3.703760,10.000000
4.303642,3.718947,3.159160,10.000000
3.661297,3.019130,3.551360,10.000000
3.901320,4.361956,3.535132,10.000000
3.462996,7.298414,4.465695,10.000000
1.150701,5.993939,6.205898,10.000000
3.438276,6.048460,2.407949,10.000000
4.098018,4.791893,2.887392,10.000000
4.368161,3.157295,3.813598,10.000000
3.445228,3.523443,4.271632,10.000000
3.786331,2.986448,3.845227,10.000000
