X,Y,Z,M
6.450290,3.430152,4.547598,10.000000
4.809426,4.389143,3.765399,10.000000
6.098550,4.545388,4.917254,10.000000
6.381466,6.964219,3.080645,10.000000
6.178613,4.929851,4.661252,10.000000
5.922934,4.109454,3.658621,10.000000
5.280665,3.342984,4.210600,10.000000
5.410238,5.027462,3.997234,10.000000
9.965105,0.274662,6.490515,10.000000
3.808381,6.317540,3.457896,10.000000
3.129307,4.793163,8.065592,10.000000
5.247458,4.648914,4.326248,10.000000
5.995650,3.505041,4.635527,10.000000
5.192011,3.560510,5.627593,10.000000
5.447505,3.315416,4.542655,10.000000
