X,Y,Z,M
6.753458,5.678460,4.753085,10.000000
6.030422,5.883482,3.647784,10.000000
6.530488,5.420774,4.379846,10.000000
4.052459,3.486880,1.223095,10.000000
6.771779,5.610390,4.474761,10.000000
6.431003,5.755357,4.320787,10.000000
6.385846,5.979772,4.217594,10.000000
6.623177,5.667562,4.298188,10.000000
1.958462,1.656562,8.196346,10.000000
4.310414,4.139902,1.014888,10.000000
4.088566,1.446924,1.757646,10.000000
5.707359,4.301945,5.256309,10.000000
6.384423,6.149313,4.319556,10.000000
6.805145,5.856457,3.933836,10.000000
6.465646,6.115911,4.168435,10.000000
