X,Y,Z,M
8.239844,6.935214,7.469626,10.000000
6.950083,7.883423,6.819441,10.000000
7.794398,7.913171,7.766121,10.000000
3.072533,2.663229,1.885164,10.000000
8.002959,8.262655,7.592680,10.000000
7.920090,7.505894,6.814944,10.000000
7.356680,6.923470,7.367768,10.000000
7.528691,8.298700,7.175768,10.000000
3.083061,2.800135,1.897817,10.000000
3.028355,2.702940,1.841394,10.000000
2.826695,2.759711,1.791361,10.000000
6.953663,7.042188,8.005921,10.000000
7.755961,7.092750,7.642890,10.000000
7.278543,7.356451,8.232196,10.000000
7.459084,6.999115,7.602183,10.000000
