X,Y,Z,M
5.157051,4.633728,4.592353,10.000000
4.569161,5.759146,3.427438,10.000000
4.406453,4.490473,3.838136,10.000000
8.100506,5.015752,4.821049,10.000000
4.429268,4.272215,3.951593,10.000000
4.774263,5.112089,4.272532,10.000000
5.222486,5.611364,4.138463,10.000000
5.020884,4.542619,3.967613,10.000000
3.529761,1.844257,3.941607,10.000000
7.080124,5.016263,1.972957,10.000000
3.569506,6.788575,4.535882,10.000000
4.519396,3.895660,4.829241,10.000000
4.617020,5.508312,3.896802,10.000000
5.250101,5.021102,3.942872,10.000000
5.107790,5.650391,3.898985,10.000000
