X,Y,Z,M
3.504421,5.048966,6.188813,10.000000
3.694227,6.137154,5.297565,10.000000
3.483446,5.091476,5.231723,10.000000
6.437694,7.338828,0.749081,10.000000
3.257006,4.381300,5.542119,10.000000
3.516040,5.409769,5.892170,10.000000
3.693248,5.914278,5.518367,10.000000
3.875777,4.848641,5.087985,10.000000
1.592324,5.255327,5.203835,10.000000
3.897896,6.718849,6.935748,10.000000
4.391660,6.015612,4.011666,10.000000
3.913221,4.515570,6.687204,10.000000
3.061084,5.871340,5.347887,10.000000
3.490916,4.594504,7.270341,10.000000
3.610368,6.034942,5.140765,10.000000
