X,Y,Z,M
6.980997,5.481027,4.741096,10.000000
5.913798,5.909069,3.514262,10.000000
6.659983,5.490882,4.442170,10.000000
3.901856,3.560138,1.062218,10.000000
6.909031,5.755148,4.487300,10.000000
6.557668,5.709183,4.142182,10.000000
6.367743,5.777832,4.161108,10.000000
6.611574,5.824856,4.197815,10.000000
1.831660,1.763703,8.453206,10.000000
4.151432,4.114527,0.905255,10.000000
3.987725,1.781411,1.907813,10.000000
5.694154,4.323963,5.287254,10.000000
6.510817,5.989164,4.339433,10.000000
6.740301,5.743377,4.147576,10.000000
6.479519,5.925328,4.173007,10.000000
