X,Y,Z,M
5.050187,5.763574,2.503572,10.000000
6.044697,4.308339,4.010135,10.000000
6.010384,5.496898,3.160053,10.000000
2.873256,3.856258,5.746312,10.000000
5.946710,5.328156,3.141312,10.000000
5.476945,4.927819,3.453876,10.000000
5.178862,4.729117,3.037882,10.000000
5.622183,4.607611,3.687140,10.000000
3.609328,2.309314,9.832619,10.000000
0.867485,5.099191,8.580315,10.000000
6.232378,6.091877,1.425572,10.000000
6.222350,5.674601,2.594519,10.000000
5.682262,4.846111,3.196670,10.000000
5.290296,5.381331,2.489246,10.000000
5.261931,4.745196,3.186651,10.000000
