X,Y,Z,M
6.170772,7.669649,6.786560,10.000000
7.838155,6.316985,7.846397,10.000000
6.837079,6.540867,6.613019,10.000000
4.209333,4.352219,3.499528,10.000000
6.447435,5.976086,6.807802,10.000000
6.584490,6.828348,7.740793,10.000000
7.290848,7.494979,7.011138,10.000000
7.034363,5.854507,7.344674,10.000000
4.147840,3.969284,3.441239,10.000000
4.338319,4.264533,3.632235,10.000000
4.864482,4.178821,3.810384,10.000000
8.117615,7.947751,5.867080,10.000000
6.896753,7.270399,6.738411,10.000000
7.316681,7.124415,5.979832,10.000000
7.164797,7.352043,6.796037,10.000000
