X,Y,Z,M
4.178927,5.342198,5.213363,10.000000
2.875160,4.334632,5.775397,10.000000
3.105484,5.441256,5.552312,10.000000
1.923752,3.902201,7.213476,10.000000
3.468495,6.251878,5.284686,10.000000
3.788265,5.773569,4.752657,10.000000
3.750230,5.494093,5.461321,10.000000
3.103278,6.430986,5.445427,10.000000
6.916084,4.195044,2.934703,10.000000
6.023457,7.913875,5.581127,10.000000
2.246066,5.283308,6.935946,10.000000
2.705038,6.217339,4.487154,10.000000
4.003117,5.222890,5.468267,10.000000
3.601147,6.280081,4.110249,10.000000
3.737406,5.094664,5.896999,10.000000
