X,Y,Z,M
3.080259,5.377005,6.060146,10.000000
3.855384,6.447298,5.281090,10.000000
3.635159,5.295527,5.329604,10.000000
6.087413,6.963254,1.001129,10.000000
3.347528,4.529749,5.637110,10.000000
3.321489,5.320711,6.103866,10.000000
3.462312,5.765126,5.515647,10.000000
3.890228,4.655790,5.288647,10.000000
1.863616,4.905475,4.549420,10.000000
4.322817,7.187419,7.051538,10.000000
4.694323,5.596753,4.033166,10.000000
4.087749,4.601987,6.651882,10.000000
2.932292,5.864487,5.422574,10.000000
3.426979,4.658554,7.081006,10.000000
3.412362,6.007551,5.099132,10.000000
