X,Y,Z,M
6.219434,3.755777,4.147918,10.000000
5.302624,4.264235,4.151520,10.000000
6.097312,4.583861,4.505509,10.000000
5.344588,6.374530,3.791472,10.000000
6.034806,4.791661,4.258855,10.000000
5.954336,4.178594,3.750987,10.000000
5.458859,3.478810,4.187443,10.000000
5.389839,4.873747,3.921263,10.000000
9.792117,9.478486,7.195894,10.000000
3.619611,7.212293,4.066009,10.000000
3.452097,4.307563,8.151204,10.000000
5.814968,5.303874,3.678351,10.000000
6.092069,3.463610,4.431602,10.000000
5.176192,3.705620,5.293717,10.000000
5.567585,3.380985,4.451507,10.000000
