X,Y,Z,M
4.649398,4.618145,5.667924,10.000000
3.006353,4.034428,5.931367,10.000000
3.171957,5.050139,5.719925,10.000000
8.250178,9.391143,9.592464,10.000000
3.455520,5.615722,5.550578,10.000000
3.972997,5.498849,4.976575,10.000000
3.954068,5.289304,5.716788,10.000000
3.247153,6.173495,5.495113,10.000000
2.805610,6.833872,8.518823,10.000000
2.097167,3.172254,4.608640,10.000000
2.262337,6.512523,6.052584,10.000000
2.817704,5.630892,5.137494,10.000000
4.123775,4.979017,5.667640,10.000000
3.674100,5.446695,5.414454,10.000000
3.927530,4.929298,6.050772,10.000000
